goods_id,goods_name,cat_id,shop_price,shop_price,no_deal_price,dress_type,price_symbol,goods_sn,market_price
1006742,Azazie Verna,45,10,10,10,sample,$,SN1589188281265,1000.00
1006904,Azazie Annabelle,45,10,10,10,sample,$,SN1590395396883,1.00
1006741,Azazie Yetta,45,10,10,10,sample,$,SN1589188281265,1.00
1053971,Azazie Teton,45,10,10,10,sample,$,SN1631262837593,1.00
1006905,Azazie Andrea,45,10,10,10,sample,$,SN1590395396883,1.00
1001251,Azazie Athena,45,10,10,10,sample,$,SN1479301133443,300.00
1001174,Azazie Melanie,45,10,10,10,sample,$,SN1469091987383,299.00
