goods_id,goods_name,cat_id,shop_price,shop_price,no_deal_price,dress_type,price_symbol,goods_sn,market_price
1004452,Azazie Kora,7,16.35,16.35,109,outlet,$,SN1577155550368,1000.00
1006742,Azazie Verna,45,16.35,16.35,109,outlet,$,SN1589188281265,1000.00
1002735,Azazie Millie,7,16.35,16.35,109,outlet,$,SN1551872227289,1000.00
1006741,Azazie Yetta,45,14.85,14.85,99,outlet,$,SN1589188281265,1.00
