goods_id,goods_name,cat_id,shop_price,shop_price,no_deal_price,dress_type,price_symbol,goods_sn,market_price
1001159,Azazie Daphne,158,10,10,10,sample,$,SN1467958305585,250.00
1001176,Azazie Hadley,158,10,10,10,sample,$,SN1469092560958,250.00
1001161,Azazie Aaliyah,158,10,10,10,sample,$,SN1467958558047,250.00
1001158,Azazie Kara,158,10,10,10,sample,$,SN1467877598327,250.00
1001226,Azazie Luna,158,10,10,10,sample,$,SN1474437050023,250.00
1001166,Azazie Lily,158,10,10,10,sample,$,SN1468828491326,250.00
