goods_id,goods_name,cat_id,shop_price,shop_price,no_deal_price,dress_type,price_symbol,goods_sn,market_price
1006904,Azazie Annabelle,45,26.7,26.7,89,clearance,$,SN1590395396883,1.00
1006741,Azazie Yetta,45,29.7,29.7,99,clearance,$,SN1589188281265,1.00
1053971,Azazie Teton,45,32.7,32.7,109,clearance,$,SN1631262837593,1.00
1006905,Azazie Andrea,45,26.7,26.7,89,clearance,$,SN1590395396883,1.00
1001174,Azazie Melanie,45,29.7,29.7,99,clearance,$,SN1469091987383,299.00
1053970,Azazie Deelia,45,29.7,29.7,99,clearance,$,SN1631262837593,1.00
1000949,Azazie Angelina,45,29.7,29.7,99,clearance,$,SN1428888176938,250.00
